episode,env_steps,elapsed_time_s,steps_per_s,episode_return,rolling20_return,avg_loss
1,69,0.76,90.79,-109.86,-109.86,2.4147
2,152,0.86,176.44,-226.54,-168.20,2.3977
3,265,1.01,262.62,-317.36,-217.92,2.5010
4,328,1.07,305.23,-115.33,-192.27,1.3753
5,418,1.18,353.16,-107.51,-175.32,1.6395
6,526,1.29,407.69,-242.94,-186.59,1.9138
7,652,1.42,457.62,-182.60,-186.02,1.8149
8,737,1.53,483.17,-184.28,-185.80,1.8273
9,812,1.60,506.58,-76.31,-173.64,1.5233
10,890,1.69,527.41,-165.50,-172.82,1.8477
11,985,1.78,553.98,-88.11,-165.12,1.3656
12,1074,1.87,573.52,-99.68,-159.67,2.7122
13,1147,1.99,576.91,-60.82,-152.07,1.7091
14,1251,2.11,593.29,-100.13,-148.36,1.4821
15,1330,2.20,605.89,-90.57,-144.50,1.7439
16,1410,2.28,617.44,-381.03,-159.29,1.8708
17,1472,2.35,626.06,-137.07,-157.98,1.2542
18,1548,2.44,634.48,-98.75,-154.69,1.5648
19,1630,2.54,642.41,-186.38,-156.36,1.6645
20,1693,2.61,649.32,-89.87,-153.03,1.5635
21,1763,2.68,656.62,-152.29,-155.15,1.9607
22,1857,2.78,668.09,42.84,-141.68,1.4834
23,1955,2.88,678.80,-119.03,-131.77,1.5026
24,2030,2.96,685.84,-169.40,-134.47,1.8293
25,2110,3.04,693.84,-205.40,-139.37,1.9182
26,2212,3.16,699.09,-286.80,-141.56,1.8679
27,2339,3.30,708.43,-238.58,-144.36,1.3722
28,2441,3.41,715.36,-199.44,-145.12,1.5662
29,2567,3.54,725.05,-192.70,-150.94,1.5915
30,2634,3.61,728.95,-121.78,-148.75,1.3966
31,2730,3.73,731.90,-157.41,-152.21,1.7393
32,2858,3.87,738.85,-167.22,-155.59,1.6356
33,2970,3.99,744.61,-185.67,-161.83,1.5479
34,3115,4.13,754.54,-172.35,-165.44,1.6296
35,3203,4.23,757.77,-110.41,-166.44,1.9902
36,3296,4.32,762.19,-102.57,-152.51,1.6465
37,3385,4.42,765.15,-89.90,-150.16,1.3678
38,3502,4.54,771.17,-340.92,-162.26,0.9469
39,3634,4.68,777.09,-118.12,-158.85,1.4147
40,3774,4.85,778.70,-55.35,-157.12,1.3003
41,3849,4.94,779.37,-90.20,-154.02,1.2848
42,3967,5.06,783.63,-102.72,-161.30,1.0539
43,4088,5.20,786.47,-183.38,-164.52,1.4330
44,4178,5.30,788.97,-88.02,-160.45,1.3390
45,4287,5.42,791.68,-44.79,-152.42,1.7995
46,4430,5.60,790.90,-135.53,-144.85,1.3078
47,4576,5.76,794.42,-214.32,-143.64,1.6260
48,4705,5.90,796.81,-103.33,-138.83,1.3502
49,4826,6.04,798.67,-92.72,-133.83,1.2503
50,4939,6.19,798.15,-59.38,-130.71,1.4046
51,5053,6.34,796.67,-152.19,-130.45,1.5737
52,5202,6.53,796.47,-84.22,-126.30,1.5866
53,6202,7.73,802.66,-4.75,-117.26,1.3986
54,6282,7.83,802.72,-35.32,-110.41,1.1205
55,6425,8.00,802.81,-108.05,-110.29,1.5031
56,6526,8.12,803.23,-114.31,-110.87,1.3900
57,6691,8.33,803.57,-19.81,-107.37,1.6772
58,6776,8.43,803.86,-31.63,-91.91,1.4505
59,6875,8.55,803.67,-61.94,-89.10,1.3726
60,6947,8.65,803.39,-35.77,-88.12,1.0630
61,7073,8.83,801.32,-75.02,-87.36,1.7328
62,7137,8.91,801.45,-13.13,-82.88,1.6880
63,7259,9.06,801.02,5.23,-73.45,1.2914
64,7344,9.17,801.24,-112.82,-74.69,1.8963
65,7465,9.36,797.62,-240.85,-84.49,1.2703
66,7575,9.50,797.40,-96.31,-82.53,1.7162
67,7657,9.60,797.51,-88.44,-76.24,1.4468
68,7764,9.73,797.63,-70.50,-74.60,1.5206
69,7916,9.91,798.39,-97.49,-74.83,1.4537
70,7989,10.01,797.74,-42.63,-74.00,1.7546
71,8076,10.11,798.48,-80.68,-70.42,1.5512
72,8200,10.26,798.86,-23.81,-67.40,1.3394
73,8353,10.45,799.60,-74.74,-70.90,1.4870
74,8533,10.65,801.08,-53.85,-71.83,1.5816
75,8696,10.85,801.47,-101.65,-71.51,1.3246
76,8801,10.98,801.54,-101.09,-70.85,1.1705
77,8867,11.06,802.03,-79.72,-73.84,1.2589
78,8999,11.21,803.03,-76.03,-76.06,1.1310
79,9073,11.31,802.08,-78.26,-76.88,2.0507
80,9174,11.45,801.01,-89.96,-79.59,1.4553
81,9333,11.69,798.53,-73.44,-79.51,1.5733
82,9415,11.79,798.40,-60.27,-81.87,1.7581
83,9559,11.97,798.29,-59.18,-85.09,1.3213
84,9724,12.17,798.78,-225.92,-90.74,1.5496
85,9862,12.36,798.04,-94.33,-83.42,1.3474
86,9956,12.48,797.75,-27.41,-79.97,1.2337
87,10037,12.60,796.67,-39.51,-77.52,1.5279
88,10176,12.77,796.63,-65.45,-77.27,1.3213
89,10284,12.96,793.42,-107.50,-77.77,1.1684
90,10407,13.14,791.86,-96.99,-80.49,1.4718
91,10550,13.36,789.89,-90.96,-81.00,1.6534
92,10656,13.51,788.78,-111.13,-85.37,1.4832
93,10831,13.76,787.11,-54.03,-84.34,1.3944
94,10961,13.96,785.15,-65.03,-84.89,1.4656
95,11085,14.14,783.68,-71.98,-83.41,1.6119
96,11180,14.27,783.48,-53.33,-81.02,1.5873
97,11281,14.41,783.02,-59.32,-80.00,1.6421
98,11364,14.51,783.04,9.52,-75.73,1.5884
99,11467,14.65,782.83,-190.22,-81.32,1.3097
100,11587,14.81,782.51,-84.91,-81.07,1.2960
101,11701,14.97,781.75,-35.12,-79.16,1.4220
102,11873,15.24,778.90,-59.69,-79.13,1.3269
103,11961,15.39,777.18,-4.45,-76.39,1.3718
104,12051,15.54,775.59,-73.34,-68.76,1.9472
105,12242,15.90,770.15,7.24,-63.68,1.2791
106,12366,16.09,768.65,-24.37,-63.53,1.9598
107,12473,16.25,767.78,-6.11,-61.86,1.2556
108,12827,16.71,767.53,-19.12,-59.54,1.4618
109,12902,16.82,766.90,-80.63,-58.20,1.6901
110,13040,17.04,765.10,-5.66,-53.63,1.5262
111,13247,17.33,764.57,-5.97,-49.38,1.5568
112,13318,17.42,764.71,-40.90,-45.87,1.6454
113,13443,17.59,764.37,13.33,-42.50,1.3083
114,13613,17.82,763.84,-52.89,-41.90,1.9142
115,13736,17.98,764.04,-2.75,-38.43,1.4870
116,13906,18.20,764.21,17.58,-34.89,1.7960
117,14111,18.47,764.20,65.35,-28.65,1.8694
118,14249,18.65,764.10,-96.24,-33.94,1.5627
119,14361,18.81,763.67,-25.01,-25.68,1.7247
120,14447,18.92,763.63,-18.07,-22.34,1.2561
121,14639,19.20,762.61,-6.35,-20.90,1.4021
122,14793,19.41,762.05,8.31,-17.50,1.3687
123,15110,19.84,761.42,-108.11,-22.69,1.6737
124,16037,21.20,756.37,-254.90,-31.76,1.6576
125,16201,21.47,754.50,-118.85,-38.07,1.7540
126,16304,21.63,753.80,7.38,-36.48,1.6150
127,16521,21.99,751.42,35.34,-34.41,1.7729
128,16616,22.12,751.14,-47.81,-35.84,1.3042
129,16685,22.22,751.05,-49.64,-34.29,1.0615
130,17685,23.69,746.39,-13.25,-34.67,1.4665
131,17768,23.81,746.14,-49.54,-36.85,2.0865
132,18768,25.30,741.96,15.76,-34.02,1.6334
133,19042,25.69,741.33,-9.09,-35.14,1.5360
134,19199,25.90,741.42,-69.32,-35.96,1.4824
135,19317,26.07,741.01,-17.08,-36.68,1.7161
136,19765,26.70,740.23,-96.09,-42.36,1.6683
137,20765,28.13,738.17,8.75,-45.19,1.5565
138,20881,28.30,737.97,-46.28,-42.69,1.4706
139,21047,28.52,737.99,-78.11,-45.35,1.4693
140,21167,28.74,736.60,-42.31,-46.56,1.7369
141,21275,28.92,735.59,-62.56,-49.37,1.2445
142,21490,29.27,734.32,-33.20,-51.45,1.7326
143,21630,29.46,734.22,-21.33,-47.11,1.9105
144,22630,30.96,730.84,-72.29,-37.98,1.6104
145,22727,31.14,729.83,15.96,-31.24,1.4867
146,22955,31.50,728.68,-24.64,-32.84,1.3056
147,23158,31.82,727.84,47.95,-32.21,1.4597
148,23479,32.29,727.17,-77.00,-33.67,1.6047
149,24479,33.74,725.51,-15.28,-31.95,1.5571
150,24608,34.01,723.58,-176.41,-40.11,1.5639
151,24760,34.29,722.14,-180.19,-46.64,1.5185
152,24919,34.58,720.65,-27.91,-48.82,1.1381
153,25008,34.75,719.74,-35.61,-50.15,2.2237
154,25293,35.22,718.14,-242.16,-58.79,1.6900
155,25589,35.67,717.31,-300.76,-72.97,1.5045
156,25777,35.97,716.60,-184.21,-77.38,1.5833
157,26777,37.82,707.92,40.67,-75.78,1.9013
158,26899,38.02,707.58,-19.00,-74.42,1.4424
159,27020,38.19,707.51,2.61,-70.38,1.9266
160,27095,38.29,707.53,-40.03,-70.27,1.7292
161,27193,38.44,707.39,-44.76,-69.38,1.7244
162,27330,38.68,706.66,-66.27,-71.03,1.7171
163,28330,40.35,702.13,18.85,-69.02,1.5172
164,28932,41.32,700.23,-159.01,-73.36,1.5302
165,29009,41.43,700.19,-49.38,-76.63,1.9963
166,30009,43.11,696.05,-29.29,-76.86,1.6653
167,30151,43.31,696.10,-168.88,-87.70,1.8469
168,30279,43.53,695.66,-44.23,-86.06,1.2454
169,30357,43.64,695.67,-58.22,-88.21,2.2059
170,30488,43.83,695.65,-40.21,-81.40,1.6315
171,30597,44.04,694.78,-55.31,-75.16,1.4784
172,31597,45.76,690.52,-18.69,-74.69,1.8755
173,31706,45.91,690.63,-68.94,-76.36,1.4446
174,31812,46.06,690.69,-27.19,-65.61,2.2400
175,32812,47.54,690.17,8.99,-50.12,1.5705
176,33812,49.50,683.13,-51.45,-43.49,1.9406
177,33931,49.74,682.23,-0.71,-45.56,2.1235
178,34024,49.90,681.87,-39.86,-46.60,1.9321
179,35024,51.68,677.70,-39.92,-48.73,1.8110
180,35112,51.81,677.77,-8.47,-47.15,1.6590
181,35224,52.05,676.75,-39.59,-46.89,2.4071
182,35353,52.24,676.70,-6.43,-43.90,1.9577
183,36353,53.70,677.01,-50.18,-47.35,1.7642
184,36515,53.93,677.09,-87.79,-43.79,1.9318
185,36605,54.07,676.96,-32.22,-42.93,1.6540
186,36696,54.20,677.09,-44.40,-43.68,2.8543
187,36811,54.40,676.73,9.60,-34.76,2.0646
188,36893,54.57,676.08,-3.24,-32.71,1.3639
189,37893,56.08,675.68,22.42,-28.68,1.7540
190,38893,57.57,675.53,-28.88,-28.11,1.8710
191,38997,57.74,675.40,-19.77,-26.34,2.2762
192,39122,57.92,675.44,-19.73,-26.39,1.9112
193,39273,58.16,675.26,-61.41,-26.01,2.3039
194,40273,59.81,673.31,9.40,-24.18,1.8290
195,40355,59.96,673.08,-23.00,-25.78,1.8714
196,41355,61.62,671.08,-8.97,-23.66,2.0735
197,41478,61.81,671.08,18.05,-22.72,2.2487
198,42478,63.52,668.72,5.53,-20.45,2.0635
199,42562,63.65,668.72,-52.21,-21.06,1.6053
200,42680,63.84,668.60,-14.43,-21.36,1.6069
201,42766,63.99,668.28,-2.43,-19.50,1.7799
202,42906,64.22,668.07,-52.48,-21.81,2.2178
203,43006,64.38,668.02,-83.17,-23.46,1.5676
204,44006,66.15,665.21,-15.47,-19.84,2.2503
205,44141,66.40,664.78,-89.36,-22.70,2.0295
206,44291,66.62,664.80,-18.74,-21.41,2.0744
207,44370,66.76,664.66,-1.86,-21.99,2.5526
208,44494,66.96,664.47,-41.80,-23.91,1.8494
209,44594,67.12,664.35,-5.04,-25.29,2.3465
210,45594,68.81,662.60,-12.26,-24.46,2.1808
211,46594,70.60,659.96,21.27,-22.40,2.2954
212,47594,72.37,657.63,-39.80,-23.41,2.0809
213,47661,72.49,657.48,-50.14,-22.84,1.3381
214,48661,74.36,654.44,8.32,-22.90,1.8755
215,48773,74.52,654.52,-16.63,-22.58,2.1947
216,49773,76.13,653.75,-15.74,-22.92,2.1742
217,49926,76.36,653.81,20.85,-22.78,1.9950
218,50059,76.57,653.80,18.95,-22.11,2.6453
219,51059,78.19,653.04,-42.30,-21.61,1.9890
220,52059,79.86,651.90,13.62,-20.21,2.1335
221,53059,81.50,651.00,1.57,-20.01,2.0162
222,54059,83.11,650.49,-18.82,-18.33,2.2570
223,55059,84.74,649.74,3.48,-13.99,2.3569
224,55175,84.93,649.68,4.50,-13.00,2.1580
225,55253,85.06,649.60,-50.16,-11.04,3.0934
226,56253,86.70,648.86,17.23,-9.24,2.0825
227,57253,88.60,646.17,-17.42,-10.01,2.1152
228,57365,88.78,646.14,25.24,-6.66,1.9736
229,57473,88.99,645.86,-64.22,-9.62,1.6986
230,58473,90.74,644.42,53.75,-6.32,2.0573
231,58586,90.95,644.13,-29.40,-8.86,1.7104
232,59586,92.91,641.30,17.42,-5.99,2.2081
233,60586,94.89,638.51,9.87,-2.99,2.4475
234,61586,96.73,636.70,-46.36,-5.73,1.9375
235,61674,96.89,636.51,-27.12,-6.25,1.4944
236,62375,98.33,634.32,-254.13,-18.17,2.0586
237,62450,98.53,633.84,-43.54,-21.39,2.0499
238,62571,98.76,633.57,20.38,-21.32,2.2159
239,62654,98.92,633.37,-13.78,-19.89,2.2884
240,63654,100.80,631.48,7.76,-20.19,2.0654
241,63802,101.21,630.41,28.19,-18.86,2.0659
242,64802,103.45,626.43,26.23,-16.60,2.1038
243,65802,106.66,616.92,43.26,-14.61,2.2219
244,66802,108.90,613.42,23.73,-13.65,2.1121
245,66968,109.16,613.48,55.35,-8.38,2.5169
246,67070,109.33,613.45,25.42,-7.97,1.6879
247,67163,109.53,613.21,30.43,-5.58,2.6450
248,68163,111.42,611.77,12.00,-6.24,2.2775
249,69163,113.08,611.64,24.92,-1.78,2.1011
250,70163,114.78,611.28,-15.38,-5.24,2.2492
251,71163,116.72,609.67,-28.22,-5.18,2.1388
252,72163,119.10,605.91,19.33,-5.08,2.1689
253,72275,119.36,605.51,6.44,-5.25,2.0190
254,72367,119.61,605.05,10.08,-2.43,2.2059
255,73367,122.13,600.73,34.21,0.63,2.1505
256,74367,124.18,598.84,37.94,15.24,2.1524
257,75367,126.23,597.08,22.69,18.55,2.0917
258,76367,128.39,594.80,21.30,18.60,2.0134
259,77367,130.51,592.82,16.98,20.13,2.0377
260,77492,130.75,592.67,64.52,22.97,1.8376
261,77597,130.97,592.46,43.04,23.71,2.0612
262,78022,131.81,591.91,251.87,35.00,2.4249
263,79022,133.78,590.69,82.16,36.94,2.2846
264,80022,135.88,588.90,-70.10,32.25,2.1558
265,81022,137.81,587.93,37.29,31.35,1.9835
266,82022,139.72,587.06,59.28,33.04,2.1465
267,83022,141.55,586.51,69.39,34.99,1.9720
268,83122,141.71,586.56,50.62,36.92,2.3191
269,83241,141.89,586.64,-11.90,35.08,1.6917
270,84241,143.61,586.59,62.21,38.96,1.9803
271,84895,144.52,587.42,-133.61,33.69,1.8992
272,85030,144.71,587.57,55.66,35.50,2.2885
273,86030,146.46,587.39,70.29,38.70,2.1169
274,87030,148.19,587.30,-4.49,37.97,2.1862
275,87620,149.07,587.77,235.27,48.02,2.1782
276,88620,150.66,588.20,53.44,48.80,2.0772
277,89227,151.69,588.24,214.31,58.38,1.9906
278,90227,153.11,589.30,-26.71,55.98,1.9957
279,90378,153.34,589.41,29.35,56.59,1.9409
280,91378,154.87,590.03,31.04,54.92,1.9870
281,92378,156.49,590.29,-1.93,52.67,2.0162
282,93378,158.12,590.54,101.13,45.14,2.0902
283,94099,159.29,590.75,234.67,52.76,1.9438
284,94258,159.63,590.49,78.53,60.19,1.7642
285,95258,161.18,591.01,51.37,60.90,1.9538
286,96107,162.54,591.27,224.90,69.18,1.8397
287,97107,164.13,591.66,19.08,66.66,1.8768
288,98107,165.70,592.08,113.81,69.82,1.8156
289,99107,167.28,592.46,-2.68,70.28,1.8415
290,100107,168.81,593.01,-67.33,63.81,1.8676
291,100281,169.07,593.12,16.96,71.33,1.9071
292,101281,170.65,593.52,4.73,68.79,1.7178
293,102281,172.19,593.99,126.14,71.58,1.8391
294,103281,173.75,594.41,1.98,71.90,1.7059
295,104281,175.33,594.78,88.19,64.55,1.7142
296,104487,175.67,594.78,25.20,63.14,1.8484
297,105487,177.25,595.13,133.65,59.10,1.7561
298,105927,177.93,595.33,240.30,72.46,1.6359
299,106042,178.10,595.42,-3.70,70.80,1.7342
300,106849,179.33,595.84,191.24,78.81,1.5387
301,107338,180.09,596.04,264.04,92.11,1.7179
302,108338,181.66,596.39,-47.47,84.68,1.6880
303,109338,183.23,596.74,81.00,77.00,1.5955
304,110338,184.78,597.13,-20.88,72.03,1.6467
305,111218,186.17,597.41,130.35,75.98,1.5958
306,112218,187.73,597.76,5.26,64.99,1.5050
307,112431,188.07,597.81,-48.54,61.61,1.6278
308,113431,189.62,598.20,85.89,60.22,1.5710
309,114431,191.18,598.55,9.15,60.81,1.6411
310,115431,192.73,598.94,79.72,68.16,1.5562
311,116431,194.28,599.28,-60.32,64.30,1.6129
312,117218,195.53,599.48,233.28,75.72,1.5671
313,117360,195.80,599.40,-51.89,66.82,1.6736
314,118360,197.37,599.70,35.79,68.51,1.5058
315,119360,198.94,599.98,21.25,65.17,1.6901
316,119863,199.77,600.00,232.70,75.54,1.5805
317,119971,199.94,600.04,-26.37,67.54,1.3849
318,120971,201.46,600.47,28.53,56.95,1.6110
319,121971,203.01,600.80,73.40,60.81,1.5654
320,122971,204.57,601.12,-28.72,49.81,1.5242
321,123971,206.18,601.28,124.17,42.82,1.5301
322,124971,207.71,601.65,127.42,51.56,1.6013
323,125923,209.16,602.05,140.69,54.54,1.5437
324,126204,209.59,602.15,300.11,70.59,1.6620
325,126657,210.30,602.27,265.63,77.36,1.5012
326,127232,211.19,602.45,-27.21,75.73,1.5388
327,127416,211.46,602.54,-51.03,75.61,1.3975
328,128194,212.68,602.74,227.07,82.67,1.4180
329,129194,214.33,602.79,131.85,88.80,1.4620
330,129494,214.79,602.89,274.90,98.56,1.4628
331,130494,216.36,603.13,72.49,105.20,1.4853
332,131494,217.90,603.47,135.26,100.30,1.3964
333,131700,218.23,603.51,252.37,115.52,1.4149
334,132700,219.79,603.75,55.79,116.52,1.4590
335,133700,221.36,604.00,86.65,119.79,1.4207
336,133906,221.69,604.04,283.92,122.35,1.2531
337,134906,223.26,604.25,111.77,129.25,1.4660
338,135154,223.64,604.33,256.67,140.66,1.5583
339,135379,223.99,604.39,228.25,148.40,1.4197
340,135638,224.42,604.41,251.78,162.43,1.5101
341,136160,225.29,604.37,289.30,170.68,1.4969
342,136481,225.82,604.39,280.25,178.33,1.5309
343,136652,226.06,604.49,40.96,173.34,1.1248
344,137464,227.25,604.91,248.29,170.75,1.3154
345,138100,228.10,605.42,245.28,169.73,1.4166
346,138624,228.80,605.87,247.34,183.46,1.3332
347,139624,230.24,606.42,170.34,194.53,1.2767
348,140375,231.36,606.75,211.79,193.76,1.2525
349,141375,232.92,606.97,100.04,192.17,1.2619
350,141839,233.68,606.98,250.44,190.95,1.3039
351,142268,234.36,607.04,273.56,201.00,1.2397
352,143268,235.95,607.20,128.92,200.69,1.2684
353,144268,237.48,607.49,-1.44,187.99,1.3136
354,144430,237.74,607.52,25.40,186.47,1.2614
355,144707,238.16,607.60,251.58,194.72,1.6159
356,145096,238.80,607.60,258.69,193.46,1.2848
357,145920,240.09,607.77,226.67,199.21,1.2819
358,146658,241.26,607.89,193.02,196.02,1.2309
359,147098,241.97,607.91,255.75,197.40,1.2384
360,148098,243.54,608.10,-3.46,184.64,1.3122
361,148729,244.56,608.14,262.90,183.32,1.2080
362,149377,245.64,608.11,212.92,179.95,1.2942
363,150308,247.15,608.15,116.48,183.72,1.2517
364,150635,247.67,608.20,32.18,172.92,1.3131
365,151485,249.02,608.34,237.72,172.54,1.2976
366,152485,250.59,608.50,11.01,160.72,1.3468
367,152869,251.21,608.52,235.03,163.96,1.1230
368,153869,252.83,608.59,188.27,162.78,1.3731
369,154140,253.27,608.60,239.11,169.74,1.1846
370,154464,253.81,608.59,245.65,169.50,1.2680
371,155396,255.30,608.68,238.47,167.74,1.2726
372,155647,255.75,608.59,263.71,174.48,1.3231
373,156647,257.39,608.61,164.71,182.79,1.4509
374,157127,258.14,608.69,240.57,193.55,1.2267
375,157456,258.67,608.72,228.58,192.40,1.3754
376,158009,259.60,608.67,265.07,192.72,1.3589
377,158837,260.91,608.77,199.77,191.37,1.3508
378,159095,261.33,608.80,275.23,195.48,1.1626
379,159289,261.66,608.77,253.08,195.35,1.4012
380,159708,262.33,608.79,241.72,207.61,1.2736
381,160236,263.20,608.81,252.72,207.10,1.2940
382,161133,264.67,608.80,288.57,210.88,1.3635
383,161551,265.33,608.87,243.28,217.22,1.2416
384,161924,265.94,608.87,273.72,229.30,1.2842
385,162332,266.59,608.91,227.40,228.78,1.3003
386,162611,267.04,608.94,322.39,244.35,1.2521
387,162873,267.46,608.96,266.60,245.93,1.3293
388,163175,267.93,609.02,264.35,249.74,1.2101
389,163744,268.85,609.06,278.94,251.73,1.2853
390,164317,269.77,609.11,229.47,250.92,1.3944
391,164921,270.73,609.17,236.82,250.84,1.2668
392,165216,271.22,609.16,223.38,248.82,1.5209
393,166216,272.87,609.14,-61.01,237.53,1.3332
394,166492,273.33,609.11,275.65,239.29,1.1500
395,166993,274.12,609.19,207.47,238.23,1.1723
396,167993,275.71,609.32,113.95,230.68,1.2164
397,168718,276.92,609.26,244.48,232.91,1.3530
398,169157,277.62,609.31,269.46,232.62,1.4123
399,169284,277.81,609.35,5.79,220.26,1.5984
400,169637,278.39,609.36,280.72,222.21,1.2340
401,170026,279.01,609.39,248.22,221.98,1.3119
402,170239,279.35,609.42,255.50,220.33,1.3494
403,170934,280.47,609.45,270.20,221.67,1.5594
404,171516,281.40,609.51,255.46,220.76,1.3222
405,171759,281.81,609.48,227.66,220.78,1.3254
406,171868,281.98,609.50,-40.41,202.64,1.3551
407,172868,283.59,609.57,141.62,196.39,1.2274
408,173150,284.04,609.60,267.30,196.53,1.3536
409,173471,284.58,609.57,303.04,197.74,1.1902
410,174343,286.01,609.57,259.87,199.26,1.2876
411,174818,286.78,609.59,259.92,200.41,1.2409
412,175242,287.46,609.63,244.85,201.49,1.3958
413,175552,287.93,609.69,220.90,215.58,1.2652
414,175917,288.52,609.73,203.30,211.97,1.2961
415,176917,290.14,609.77,23.73,202.78,1.3569
416,177917,291.76,609.81,68.11,200.49,1.3052
417,178232,292.28,609.80,-138.95,181.31,1.2292
418,178929,293.41,609.83,269.36,181.31,1.3226
419,179770,294.75,609.91,304.93,196.27,1.3418
420,180251,295.54,609.90,253.44,194.90,1.3241
421,180492,295.96,609.85,249.80,194.98,1.1300
422,181455,297.50,609.92,209.84,192.70,1.2765
423,182019,298.44,609.90,270.33,192.71,1.2174
424,182484,299.17,609.97,280.58,193.96,1.2699
425,183484,300.79,610.01,124.51,188.80,1.1630
426,184139,301.89,609.95,215.80,201.61,1.2317
427,185139,303.51,610.00,-3.52,194.36,1.1430
428,185667,304.36,610.02,234.95,192.74,1.1732
429,186192,305.21,610.05,194.02,187.29,1.2118
430,186685,306.01,610.06,213.89,184.99,1.0905
431,187517,307.36,610.08,202.58,182.12,1.1272
432,187999,308.14,610.10,175.97,178.68,1.1224
433,188281,308.61,610.10,271.72,181.22,1.1123
434,189281,310.21,610.17,22.64,172.19,1.1397
435,190212,311.72,610.20,231.69,182.58,1.1702
436,190758,312.62,610.19,277.60,193.06,1.0800
437,191030,313.04,610.24,284.50,214.23,1.1511
438,191413,313.66,610.27,237.86,212.66,1.0932
439,191900,314.45,610.26,266.19,210.72,1.1411
440,192258,315.02,610.31,285.14,212.30,1.0871
441,192679,315.75,610.23,245.59,212.09,1.1351
442,193034,316.36,610.17,276.19,215.41,1.2229
443,193523,317.15,610.18,248.84,214.34,1.1952
444,193852,317.69,610.19,274.92,214.05,1.1439
445,194297,318.41,610.21,267.52,221.21,1.0827
446,195297,320.09,610.12,39.66,212.40,1.1174
447,195623,320.63,610.12,258.18,225.48,1.0412
448,195949,321.16,610.13,222.44,224.86,1.0303
449,196067,321.35,610.14,-12.65,214.52,0.9950
450,196547,322.13,610.16,244.67,216.06,0.9840
451,196844,322.61,610.17,281.78,220.02,1.0110
452,197293,323.34,610.18,236.56,223.05,1.0417
453,197817,324.16,610.25,233.42,221.14,1.1572
454,198132,324.67,610.25,285.24,234.27,1.1015
455,198631,325.47,610.28,250.89,235.23,1.0848
456,198861,325.86,610.27,250.61,233.88,1.1455
457,199062,326.18,610.29,273.38,233.32,1.1498
458,199636,327.12,610.28,235.83,233.22,1.2025
459,199748,327.31,610.27,29.64,221.39,1.2837
460,200112,327.90,610.29,239.54,219.11,1.1961
461,200717,328.93,610.21,239.76,218.82,1.1808
462,201023,329.44,610.19,278.87,218.95,1.2016
463,201341,329.96,610.21,299.22,221.47,1.1217
464,202109,331.20,610.24,266.65,221.06,1.0196
465,203109,332.85,610.22,126.51,214.01,1.1182
466,203210,333.00,610.24,-54.50,209.30,0.9931
467,204210,334.68,610.16,121.04,202.44,1.0638
468,204594,335.32,610.15,268.01,204.72,0.9704
469,204931,335.85,610.18,212.90,216.00,0.9868
470,205231,336.35,610.16,253.01,216.42,0.9717
471,205527,336.85,610.14,254.87,215.07,1.1458
472,205815,337.31,610.16,272.81,216.88,0.9933
473,206228,337.97,610.20,253.12,217.87,1.1090
474,206544,338.49,610.19,281.59,217.69,1.0929
475,206747,338.82,610.19,240.24,217.15,1.2989
476,207372,339.87,610.15,265.67,217.91,1.1029
477,208169,341.19,610.13,237.81,216.13,1.0608
478,208458,341.67,610.11,245.21,216.60,1.0967
479,208856,342.33,610.10,288.32,229.53,0.9412
480,209182,342.85,610.12,233.21,229.21,0.9332
481,209580,343.53,610.08,233.11,228.88,1.1579
482,210213,344.60,610.01,182.31,224.05,0.9026
483,210679,345.41,609.95,287.60,223.47,1.1268
484,211057,346.04,609.91,245.64,222.42,1.2069
485,211831,347.31,609.91,209.76,226.58,1.0161
486,212165,347.88,609.88,286.71,243.65,1.1053
487,212439,348.32,609.90,269.09,251.05,1.0090
488,212889,349.05,609.91,238.21,249.56,1.0613
489,213550,350.14,609.91,238.52,250.84,1.0269
490,214029,350.95,609.86,213.47,248.86,1.0007
491,214337,351.47,609.83,252.75,248.76,0.9806
492,214637,351.97,609.82,296.66,249.95,1.1013
493,214932,352.44,609.85,231.85,248.89,1.0747
494,215380,353.14,609.90,260.48,247.83,1.0211
495,215619,353.53,609.90,263.24,248.98,1.2034
496,216186,354.46,609.89,210.41,246.22,0.9752
497,216439,354.88,609.89,258.39,247.25,1.0512
498,216647,355.23,609.88,261.48,248.06,0.9047
499,217325,356.34,609.88,254.55,246.37,1.0294
500,217601,356.77,609.92,272.44,248.33,1.0577
501,217816,357.12,609.93,290.01,251.18,1.1687
502,218229,357.79,609.94,286.93,256.41,1.2916
503,218454,358.16,609.94,261.50,255.10,1.1052
504,218752,358.66,609.92,280.68,256.86,1.0770
505,219017,359.09,609.92,278.69,260.30,1.1481
506,219377,359.69,609.91,289.82,260.46,1.0306
507,219926,360.58,609.91,256.15,259.81,1.1170
508,220325,361.23,609.92,262.65,261.03,1.0571
509,220538,361.56,609.96,280.80,263.15,1.0001
